性别,年龄,教育程度,帮忙照看第三代(孙子，孙女),退休前工作的单位性质,婚姻状况,月收入状况（退休金、养老金等总和）,每次旅居养老的预算范围,出游方式,年出游次数(次),次出游时长(天),身体状况,自理状况,我的月收入水平很高,我的经济状况很好,退休金或养老金,子女家人提供,政府救助或社会福利,自己工作所得,自有储蓄,投资理财,其他,没听说过,电视宣传,报刊杂志宣传,网络宣传和推荐,旅行社宣传和促销,子女推荐,社区宣传广告,亲朋好友推荐,自己感兴趣并主动查询,其他.1,子女的经济支持水平很高,我曾经在旅居地投资买房,我的年出游花费消费数额较大,我的子女都支持我选择旅居养老,我曾经有过旅居养老的经历,我会挑选特定的旅居养老城市,可以选择出游旅居的同伴很多,通过宣传，我对旅居养老有了充分的了解,旅居养老的特色文娱活动要丰富多彩,旅居养老的食物种类和味道要多样、美味,旅居养老地所在的交通要方便,旅居养老服务机构要拥有充足的医疗服务人员,旅居养老机构的服务质量要完善,旅居养老服务机构所提供的旅游产品应有较高的性价比,旅居养老地的安全系数要高,旅居养老的自然风光要优美,新冠疫情对我选择旅居养老影响很大,旅居养老意愿
-0.7761051354594617,-1.5915057156424994,-0.6654807777941304,-1.406506619097549,0.09436020860639488,-0.44735784721552996,-1.8533366750757039,-0.6796766779215881,0.9860068696922875,-0.7798182342213571,-0.8660556101088311,0.1453203785515309,0.7022534812260934,-1.539225618564046,-1.5284541661492945,0.5238497920694087,-1.2026755886059097,-0.5068340299791977,-0.5011402523360258,-0.6478341756738252,-0.29546842014263947,-0.06052275326688022,2.9640705601780613,-1.0,-0.8189821166039422,-0.8065992869067976,-1.0296360405210423,-0.5970223141259935,-0.5295033822136559,-0.5238497920694088,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-1.3166223442838139,0.078894389285768,-1.2375201918566703,-0.8143289858528543,0.1411095319304315,0.07779766806601177,1.0512414958114242,1.0158134943143808,3.2415270791975372e-18,-1.3917084697892885,-1.3540848673628127,-0.1780681998256284,-0.2544025295089355,0.875700816481324,-0.1765323733321509,0.40737875105178306
-0.7761051354594617,-0.25049419007736295,-1.7134217727113241,-1.406506619097549,0.09436020860639488,-0.44735784721552996,-1.4660618218648382,-1.687798018246073,-0.06522224429871158,-0.7798182342213571,-0.8660556101088311,0.1453203785515309,0.7022534812260934,-1.539225618564046,-1.5284541661492945,0.5238497920694087,0.8314794192830982,-0.5068340299791977,-0.5011402523360258,1.543604887716645,-0.29546842014263947,-0.06052275326688022,-0.33737388489831593,-1.0,-0.8189821166039422,-0.8065992869067976,0.9712169743921889,-0.5970223141259935,1.8885620632287061,1.908944157541066,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-1.3166223442838139,0.078894389285768,-1.2375201918566703,-0.8143289858528543,-0.9635765180392322,-1.0441265977280527,-0.08725719925707467,-0.10649657601683024,3.2415270791975372e-18,-0.23265643111978984,-0.12146276218869084,-0.1780681998256284,-0.2544025295089355,-0.33003799616130297,-0.1765323733321509,0.40737875105178306
1.2884852248890095,-1.2257752995792806,-1.7134217727113241,0.7109813678954643,1.4202421141526613,-0.44735784721552996,-1.271447415306805,-1.5871266832835023,-1.1164513582897106,-0.4009703686599177,-1.0819784828748182,0.1453203785515309,0.7022534812260934,-1.539225618564046,-1.5284541661492945,0.5238497920694087,0.8314794192830982,-0.5068340299791977,-0.5011402523360258,-0.6478341756738252,-0.29546842014263947,-0.06052275326688022,2.9640705601780613,-1.0,-0.8189821166039422,-0.8065992869067976,-1.0296360405210423,-0.5970223141259935,-0.5295033822136559,-0.5238497920694088,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-1.3166223442838139,1.1597475225007896,-1.2375201918566703,-0.8143289858528543,-0.9635765180392322,-2.166050863522117,-2.3642545893940725,-2.3511167166792526,-2.414495233799925,-2.550760508458787,-2.5867069725369345,-1.3978353686311829,-1.4358651241775509,-1.53577680880393,-0.1765323733321509,0.40737875105178306
1.2884852248890095,1.0905173354877737,1.4304012120402572,-1.406506619097549,-1.2315216969398715,-0.44735784721552996,2.078812238151068,2.2644318732215662,-1.1164513582897106,3.3875082869544775,-0.21828699181087013,1.316431664525633,0.7022534812260934,0.2904829258461431,0.4705741943514535,0.5238497920694087,0.8314794192830982,-0.5068340299791977,1.9954493683925387,1.543604887716645,-0.29546842014263947,-0.06052275326688022,-0.33737388489831593,-1.0,-0.8189821166039422,-0.8065992869067976,0.9712169743921889,-0.5970223141259935,1.8885620632287061,1.908944157541066,3.384456448906598,0.0,0.1999200786885585,-1.4342385903761614,0.4517821769601322,0.078894389285768,1.22553452413893,0.20451184576213233,0.1411095319304315,0.07779766806601177,1.0512414958114242,1.0158134943143808,1.2072476168999624,0.9263956075497087,1.1111593429854312,1.0416989689799259,0.9270600651596801,0.875700816481324,-1.3562853073079888,0.40737875105178306
-0.7761051354594617,0.6028767807368149,-0.6654807777941304,0.7109813678954643,0.09436020860639488,-0.44735784721552996,-1.8451300434738591,-1.5821987158377822,-0.06522224429871158,-0.4009703686599177,-1.0819784828748182,0.1453203785515309,0.7022534812260934,-2.454079890769141,-1.5284541661492945,0.5238497920694087,0.8314794192830982,-0.5068340299791977,-0.5011402523360258,1.543604887716645,-0.29546842014263947,-0.06052275326688022,-0.33737388489831593,-1.0,-0.8189821166039422,-0.8065992869067976,0.9712169743921889,-0.5970223141259935,-0.5295033822136559,-0.5238497920694088,-0.29546842014263947,0.0,-1.9482407668277169,-1.4342385903761614,-1.3166223442838139,-1.0019587439292537,-2.05853843052187,-1.833169817467841,-0.9635765180392322,-1.0441265977280527,-0.08725719925707467,-0.10649657601683024,3.2415270791975372e-18,-1.3917084697892885,-0.12146276218869084,-0.1780681998256284,-0.2544025295089355,-0.33003799616130297,-1.3562853073079888,0.40737875105178306
-0.7761051354594617,-1.4695955769547597,-0.6654807777941304,-1.406506619097549,-0.5685807441667382,2.4481394001164825,-0.7098793385519976,-0.48607795683972116,-1.1164513582897106,-0.7798182342213571,-0.4342098645768571,1.316431664525633,0.7022534812260934,-1.539225618564046,-1.5284541661492945,0.5238497920694087,0.8314794192830982,-0.5068340299791977,1.9954493683925387,-0.6478341756738252,-0.29546842014263947,-0.06052275326688022,-0.33737388489831593,-1.0,-0.8189821166039422,1.239772978023411,0.9712169743921889,-0.5970223141259935,-0.5295033822136559,-0.5238497920694088,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-1.3166223442838139,-1.0019587439292537,-2.05853843052187,-2.8520106490828274,0.1411095319304315,-2.166050863522117,-2.3642545893940725,-2.3511167166792526,3.2415270791975372e-18,-0.23265643111978984,-0.12146276218869084,-1.3978353686311829,-2.6173277188461666,-0.33003799616130297,-2.5360382412838263,0.40737875105178306
1.2884852248890095,0.8466970581122943,1.4304012120402572,-1.406506619097549,-1.2315216969398715,-0.44735784721552996,2.375814143741641,2.1834724080418764,2.0372359836832863,1.8721168247087192,-0.21828699181087013,1.316431664525633,0.7022534812260934,0.2904829258461431,0.4705741943514535,0.5238497920694087,0.8314794192830982,-0.5068340299791977,1.9954493683925387,1.543604887716645,-0.29546842014263947,-0.06052275326688022,-0.33737388489831593,-1.0,1.2210278829367864,-0.8065992869067976,0.9712169743921889,-0.5970223141259935,-0.5295033822136559,1.908944157541066,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-0.4324200836618408,0.078894389285768,1.22553452413893,0.20451184576213233,0.1411095319304315,0.07779766806601177,1.0512414958114242,-0.10649657601683024,3.2415270791975372e-18,-0.23265643111978984,-0.12146276218869084,1.0416989689799259,0.9270600651596801,0.875700816481324,1.0032205606436868,0.40737875105178306
-0.7761051354594617,-0.6162246061405819,1.4304012120402572,0.7109813678954643,-1.2315216969398715,-0.44735784721552996,-0.022867035883277258,-1.7117338601252858,-0.06522224429871158,0.3567253624629612,-1.0819784828748182,0.1453203785515309,0.7022534812260934,-1.539225618564046,-0.5289399858989204,0.5238497920694087,-1.2026755886059097,-0.5068340299791977,-0.5011402523360258,-0.6478341756738252,-0.29546842014263947,-0.06052275326688022,2.9640705601780613,-1.0,-0.8189821166039422,-0.8065992869067976,-1.0296360405210423,-0.5970223141259935,-0.5295033822136559,-0.5238497920694088,-0.29546842014263947,0.0,-0.8741603440695792,-0.03323547535631031,-0.4324200836618408,-1.0019587439292537,-0.4165019531914701,-0.8143289858528543,-0.9635765180392322,-1.0441265977280527,-0.08725719925707467,-0.10649657601683024,3.2415270791975372e-18,-0.23265643111978984,-0.12146276218869084,-0.1780681998256284,0.9270600651596801,0.875700816481324,1.0032205606436868,-2.4547181153120263
-0.7761051354594617,-0.37240432876510265,1.4304012120402572,-1.406506619097549,-1.2315216969398715,-0.44735784721552996,2.6669541696166106,1.820210807757355,-0.06522224429871158,1.8721168247087192,-0.0023641190448831124,0.1453203785515309,0.7022534812260934,1.2053371980512377,0.4705741943514535,0.5238497920694087,-1.2026755886059097,-0.5068340299791977,-0.5011402523360258,-0.6478341756738252,3.384456448906598,-0.06052275326688022,-0.33737388489831593,-1.0,-0.8189821166039422,-0.8065992869067976,0.9712169743921889,-0.5970223141259935,-0.5295033822136559,1.908944157541066,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-1.3166223442838139,1.1597475225007896,0.40451628547373,0.20451184576213233,0.1411095319304315,0.07779766806601177,-0.08725719925707467,-0.10649657601683024,3.2415270791975372e-18,-0.23265643111978984,-0.12146276218869084,-0.1780681998256284,0.9270600651596801,0.875700816481324,-0.1765323733321509,0.40737875105178306
-0.7761051354594617,1.0905173354877737,-1.7134217727113241,-1.406506619097549,0.09436020860639488,-0.44735784721552996,-0.0005918929639842762,-0.6247650406692767,-1.1164513582897106,-0.7798182342213571,-1.0819784828748182,0.1453203785515309,0.7022534812260934,-0.6243713463589514,-0.5289399858989204,0.5238497920694087,-1.2026755886059097,-0.5068340299791977,1.9954493683925387,-0.6478341756738252,-0.29546842014263947,-0.06052275326688022,-0.33737388489831593,-1.0,-0.8189821166039422,-0.8065992869067976,0.9712169743921889,-0.5970223141259935,-0.5295033822136559,1.908944157541066,-0.29546842014263947,0.0,-0.8741603440695792,-1.4342385903761614,-1.3166223442838139,-1.0019587439292537,-1.2375201918566703,1.223352677377119,-0.9635765180392322,0.07779766806601177,1.0512414958114242,-0.10649657601683024,3.2415270791975372e-18,-0.23265643111978984,-0.12146276218869084,1.0416989689799259,0.9270600651596801,0.875700816481324,-0.1765323733321509,0.40737875105178306
